	Title	Price	Baths	Land size	Beds	House size	Brand New	Town	District
386	House	14000000	2	8.19	2	2000.0	0	 Boralesgamuwa	  Colombo
387	House	290000000	8	30.0	8	9000.0	0	 Battaramulla	  Colombo
388	House	8500000	2	4.9	1	700.0	0	 Ratmalana	  Colombo
389	House	40000000	4	18.5	7	3500.0	0	 Panadura	  Kalutara
390	House	39000000	4	12.9	5	5000.0	0	 Gampaha City	  Gampaha
391	House	36000000	3	7.8	4	3600.0	1	 Malabe	  Colombo
392	House	44000000	5	12.5	6	6500.0	0	 Talawatugoda	  Colombo
393	House	26500000	3	10.5	4	3159.0	0	 Negombo	  Gampaha
394	House	8700000	2	10.0	3	1560.0	0	 Kalutara City	  Kalutara
395	House	152000000	5	17.0	5	5000.0	0	 Nawala	  Colombo
396	House	27500000	4	7.5	4	2875.0	1	 Piliyandala	  Colombo
397	House	33000000	3	8.0	4	3000.0	0	 Talawatugoda	  Colombo
398	House	24800000	4	6.0	4	2856.0	1	 Piliyandala	  Colombo
399	House	29500000	3	13.5	4	3700.0	0	 Kelaniya	  Gampaha
400	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
401	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
402	House	9900000	1	10.0	3	1325.0	0	 Negombo	  Gampaha
403	House	19500000	2	12.5	3	1700.0	0	 Negombo	  Gampaha
404	House	9000000	3	3.0	5	1500.0	0	 Wellampitiya	  Colombo
405	House	25000000	1	41.0	2	2100.0	0	 Veyangoda	  Gampaha
406	House	49500000	3	10.12	4	3000.0	0	 Malabe	  Colombo
407	House	12000000	1	24.0	3	1000.0	0	 Ingiriya	  Kalutara
408	House	170000000	6	8.8	6	5500.0	0	 Colombo 5	  Colombo
409	House	55000000	6	11.0	6	4500.0	0	 Maharagama	  Colombo
411	House	27000000	4	20.0	4	3000.0	0	 Athurugiriya	  Colombo
412	House	100000000	3	51.0	4	4000.0	0	 Malabe	  Colombo
413	House	115000000	4	22.0	5	4500.0	0	 Battaramulla	  Colombo
414	House	70000000	1	20.5	3	3000.0	0	 Maharagama	  Colombo
415	House	40000000	5	22.0	5	5000.0	0	 Anuradhapura City	  Anuradhapura
416	House	22500000	3	15.0	4	3500.0	0	 Kundasale	  Kandy
417	House	55000000	4	10.0	6	4500.0	0	 Nugegoda	  Colombo
418	House	17000000	3	11.5	4	2300.0	0	 Talawatugoda	  Colombo
419	House	25000000	1		4	1500.0	0	 Deniyaya	  Matara
420	House	40000000	2	7.0	3	3000.0	0	 Talawatugoda	  Colombo
421	House	49500000	4	14.0	5	4580.0	0	 Piliyandala	  Colombo
422	House	42500000	3	11.0	4	3300.0	0	 Talawatugoda	  Colombo
423	House	50000000	4	10.0	5	3800.0	0	 Talawatugoda	  Colombo
424	House	60000000	4	15.0	4	3000.0	1	 Talawatugoda	  Colombo
425	House	55000000	4	11.0	4	3300.0	0	 Talawatugoda	  Colombo
426	House	200000000	5	55.0	4	4700.0	0	 Battaramulla	  Colombo
427	House	26500000	3	10.5	4	3100.0	0	 Negombo	  Gampaha
428	House	30500000	4	8.0	4	3200.0	1	 Piliyandala	  Colombo
429	House	17000000	2	12.8	3	1750.0	0	 Talawatugoda	  Colombo
430	House	79000000	6	16.0	7	4500.0	0	 Battaramulla	  Colombo
431	House	30000000	4	8.0	6	3000.0	0	 Boralesgamuwa	  Colombo
432	House	44000000	5	12.8	6	6550.0	0	 Talawatugoda	  Colombo
433	House	29500000	3	20.0	4	3500.0	0	 Negombo	  Gampaha
434	House	58000000	3	28.0	5	2800.0	0	 Wattala	  Gampaha
435	House	35000000	2	22.5	3	3500.0	0	 Negombo	  Gampaha
436	House	43000000	4	10.0	5	3300.0	1	 Maharagama	  Colombo
437	House	13500000	2	10.0	3	1500.0	0	 Negombo	  Gampaha
438	House	26500000	3	10.0	4	3500.0	0	 Negombo	  Gampaha
439	House	9900000	1	10.0	3	1425.0	0	 Negombo	  Gampaha
440	House	11500000	2	16.0	3	2000.0	0	 Gampaha City	  Gampaha
441	House	15000000	2	7.5	4	2150.0	0	 Negombo	  Gampaha
442	House	45000000	4	8.0	4	3990.0	0	 Dehiwala	  Colombo
443	House	12500000	2	5.0	3	1400.0	0	 Kadawatha	  Gampaha
444	House	15000000	1	30.0	3	1800.0	0	 Ja-Ela	  Gampaha
445	House	360000000	5	7.5	7	3500.0	0	 Dehiwala	  Colombo
446	House	7400000	1	7.9	2	1000.0	0	 Athurugiriya	  Colombo
447	House	5000000	1	1.75	2	800.0	0	 Mount Lavinia	  Colombo
448	House	44000000	3	10.5	4	3880.0	0	 Maharagama	  Colombo
449	House	15000000	1	26.0	4	2000.0	0	 Kalutara City	  Kalutara
450	House	9500000	3	11.5	5	2800.0	0	 Kadawatha	  Gampaha
451	House	8400000	2	7.0	2	800.0	0	 Maharagama	  Colombo
452	House	9900000	1	10.0	3	1365.0	0	 Negombo	  Gampaha
453	House	19000000	2	15.0	5	2996.0	0	 Wadduwa	  Kalutara
454	House	9500000	3	10.0	3	1000.0	1	 Delgoda	  Gampaha
455	House	23000000	1	11.0	2	1200.0	0	 Battaramulla	  Colombo
456	House	14000000	2	11.5	3	1800.0	0	 Delgoda	  Gampaha
457	House	70000000	3	18.7	3	3500.0	0	 Battaramulla	  Colombo
458	House	3500000	1	10.0	1	400.0	0	 Divulapitiya	  Gampaha
459	House	14900000	2	4.1	4	2100.0	0	 Wellampitiya	  Colombo
460	House	6500000	2	10.0	3	1527.0	0	 Wadduwa	  Kalutara
461	House	15000000	2	10.0	3	1800.0	0	 Athurugiriya	  Colombo
462	House	49500000	4	10.0	4	4200.0	0	 Malabe	  Colombo
463	House	79000000	4	16.0	4	3800.0	0	 Battaramulla	  Colombo
464	House	6500000	1	10.0	3	800.0	0	 Wadduwa	  Kalutara
465	House	36000000	4	8.5	4	2900.0	0	 Piliyandala	  Colombo
466	House	30500000	3	7.5	4	3250.0	0	 Piliyandala	  Colombo
467	House	6500000	2	10.0	3	1527.0	0	 Wadduwa	  Kalutara
468	House	12500000	1	17.5	4	3000.0	0	 Narammala	  Kurunegala
469	House	75000000	6	16.0	6	6500.0	0	 Dehiwala	  Colombo
470	House	45000000	3	21.5	6	4000.0	0	 Piliyandala	  Colombo
471	House	66000000	3	11.69	5	5000.0	0	 Kotte	  Colombo
472	House	19000000	2	10.0	3	1600.0	1	 Negombo	  Gampaha
473	House	7800000	1	25.6	3	1735.0	0	 Matara City	  Matara
474	House	26500000	3	10.0	4	3500.0	1	 Negombo	  Gampaha
475	House	24000000	1	40.0	3	3000.0	0	 Kiribathgoda	  Gampaha
476	House	25000000	4	6.5	4	2350.0	0	 Moratuwa	  Colombo
477	House	25000000	2	65.0	5	2500.0	0	 Digana	  Kandy
478	House	51000000	1	34.0	6	1200.0	0	 Panadura	  Kalutara
479	House	12500000	1	7.5	3	2000.0	1	 Piliyandala	  Colombo
480	House	13200000	3	10.5	6	2900.0	0	 Ragama	  Gampaha
481	House	32500000	2	12.0	3	1950.0	1	 Negombo	  Gampaha
482	House	11500000	1	15.0	3	1200.0	0	 Piliyandala	  Colombo
483	House	28000000	3	10.87	4	2692.0	0	 Athurugiriya	  Colombo
484	House	13200000	1	10.0	3	1100.0	0	 Homagama	  Colombo
485	House	6900000	1	12.0	3	1150.0	0	 Piliyandala	  Colombo
486	House	23500000	1	29.0	2	1350.0	0	 Negombo	  Gampaha
487	House	30500000	4	8.0	4	3200.0	0	 Piliyandala	  Colombo
488	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
489	House	13500000	2	6.0	4	1500.0	0	 Wellampitiya	  Colombo
490	House	23500000	3	6.0	4	2500.0	0	 Malabe	  Colombo
491	House	15900000	2	10.0	3	1740.0	0	 Homagama	  Colombo
492	House	18500000	2	7.9	3	1400.0	0	 Malabe	  Colombo
493	House	14200000	2	7.6	3	1070.0	0	 Malabe	  Colombo
494	House	6800000	1	3.0	2	800.0	0	 Wellampitiya	  Colombo
495	House	22500000	3	6.4	4	1950.0	0	 Malabe	  Colombo
496	House	36000000	3	7.8	4	3600.0	0	 Malabe	  Colombo
497	House	25500000	2	10.0	6	2500.0	0	 Malabe	  Colombo
498	House	170000000	5	8.5	5	4500.0	0	 Colombo 5	  Colombo
499	House	45000000	4	20.0	4	5800.0	0	 Homagama	  Colombo
500	House	18000000	3	8.0	3	1400.0	0	 Athurugiriya	  Colombo
501	House	25500000	3	7.5	4	3200.0	1	 Piliyandala	  Colombo
502	House	30000000	3	13.5	4	4000.0	0	 Homagama	  Colombo
503	House	32000000	3	16.0	7	3000.0	0	 Homagama	  Colombo
504	House	9900000	1	10.0	3	1365.0	0	 Negombo	  Gampaha
505	House	12500000	1	20.0	3	1400.0	0	 Homagama	  Colombo
506	House	2300000	2	10.5	2	1000.0	0	 Elpitiya	  Galle
507	House	28000000	4	10.0	5	3600.0	0	 Homagama	  Colombo
508	House	26500000	3	10.5	4	3100.0	0	 Negombo	  Gampaha
509	House	48000000	4	8.5	6	3500.0	0	 Boralesgamuwa	  Colombo
510	House	69000000	4	15.21	4	5000.0	0	 Boralesgamuwa	  Colombo
511	House	35000000	4	10.9	4	1800.0	0	 Kelaniya	  Gampaha
512	House	121000000	3	22.62	4	2500.0	0	 Colombo 8	  Colombo
513	House	37500000	3	16.0	5	3000.0	1	 Malabe	  Colombo
514	House	42500000	4	10.0	4	2800.0	0	 Boralesgamuwa	  Colombo
515	House	55000000	4	10.0	4	4500.0	0	 Talawatugoda	  Colombo
516	House	27500000	2	19.5	3	2800.0	0	 Gampaha City	  Gampaha
517	House	17500000	4	7.8	4	1800.0	0	 Kottawa	  Colombo
518	House	16900000	1	32.0	4	1200.0	0	 Wadduwa	  Kalutara
519	House	12500000	2	7.5	4	1740.0	0	 Homagama	  Colombo
520	House	9900000	1	10.0	3	1425.0	0	 Negombo	  Gampaha
521	House	74000000	2	8.7	3	1400.0	0	 Colombo 6	  Colombo
522	House	6800000	1	12.5	3	1250.0	0	 Panadura	  Kalutara
523	House	100000000	4	30.0	5	5000.0	1	 Talawatugoda	  Colombo
524	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
525	House	15000000	2	7.2	4	2200.0	0	 Homagama	  Colombo
526	House	28500000	4	8.0	4	2900.0	1	 Piliyandala	  Colombo
527	House	46000000	2	16.0	3	2500.0	0	 Kaduwela	  Colombo
528	House	170000000	2	17.2	4	2000.0	0	 Mount Lavinia	  Colombo
529	House	4200000	2	2.0	2	275.52	0	 Colombo 9	  Colombo
530	House	370000	1	14.0	3	14.0	0	 Ambalangoda	  Galle
531	House	49500000	4	10.0	4	4000.0	0	 Talawatugoda	  Colombo
532	House	18500000	3	8.5	3	1900.0	1	 Piliyandala	  Colombo
533	House	28500000	4	8.5	4	2850.0	1	 Piliyandala	  Colombo
534	House	14000000	2	8.5	3	1800.0	0	 Piliyandala	  Colombo
535	House	31000000	2	20.0	4	30000.0	0	 Ja-Ela	  Gampaha
536	House	24800000	4	6.0	4	2875.0	1	 Piliyandala	  Colombo
537	House	9900000	1	10.0	3	1365.0	0	 Negombo	  Gampaha
538	House	46000000	5	11.0	8	5000.0	0	 Dehiwala	  Colombo
539	House	21500000	3	9.0	3	2451.0	1	 Piliyandala	  Colombo
540		14000000	2	8.0	3	2874.0	1	 Piliyandala	  Colombo
541	House	18000000	3	11.0	3	1587.0	1	 Piliyandala	  Colombo
542		21500000	4	9.0	4	2841.0	1	 Piliyandala	  Colombo
543	House	27000000	4	7.0	4	2785.0	1	 Piliyandala	  Colombo
544	House	27500000	3	9.25	5	1800.0	0	 Maharagama	  Colombo
545	House	18000000	2	10.0	3	1750.0	0	 Malabe	  Colombo
546	House	16000000	1	9.5	3	1800.0	0	 Boralesgamuwa	  Colombo
547	House	18500000	3	8.0	3	1563.0	0	 Piliyandala	  Colombo
548	House	55000000	3	19.0	3	4000.0	0	 Talawatugoda	  Colombo
549	House	36700000	5	11.5	5	3852.0	1	 Piliyandala	  Colombo
550	Villa House	27500000	4	25.0	6	3500.0	0	 Hikkaduwa	  Galle
551		27500000	4	7.5	4	2875.0	1	 Piliyandala	  Colombo
552	House	50000000	4	11.6	5	3500.0	0	 Maharagama	  Colombo
553	House	39000000	5	13.8	5	4100.0	0	 Piliyandala	  Colombo
554	House	34000000	4	9.0	4	2600.0	0	 Maharagama	  Colombo
555	House	43500000	4	10.5	4	3100.0	0	 Talawatugoda	  Colombo
556	House	69000000	4	20.0	6	7200.0	0	 Maharagama	  Colombo
557	House	10300000	1	11.0	3	1250.0	0	 Piliyandala	  Colombo
558	House	3500000	1	15.0	3	1300.0	0	 Veyangoda	  Gampaha
559	House	65000000	3	10.0	5	4000.0	1	 Battaramulla	  Colombo
560	House	170000000	9	17.5	9	12000.0	0	 Battaramulla	  Colombo
561	House	26500000	3	10.5	4	3100.0	0	 Negombo	  Gampaha
562	House	32500000	2	12.0	3	1950.0	0	 Negombo	  Gampaha
563	House	49500000	4	10.0	4	4000.0	0	 Talawatugoda	  Colombo
564	House	34500000	3	17.0	3	2450.0	0	 Katunayake	  Gampaha
565	House	22000000	2	13.5	5	10000.0	0	 Ratnapura City	  Ratnapura
566	House	23500000	3	7.0	4	2650.0	1	 Malabe	  Colombo
567	House	54800000	4	8.7	4	3200.0	0	 Talawatugoda	  Colombo
568	House	60000000	5	10.5	5	5500.0	0	 Boralesgamuwa	  Colombo
569	House	33000000	2	7.5	3	2800.0	0	 Boralesgamuwa	  Colombo
570	House	49000000	4	15.0	5	3854.0	0	 Boralesgamuwa	  Colombo
571	House	26000000	4	8.5	4	2544.0	0	 Piliyandala	  Colombo
572	House	35000000	4	11.2	4	3200.0	0	 Boralesgamuwa	  Colombo
573	House	42500000	5	13.2	8	5014.0	0	 Boralesgamuwa	  Colombo
574	House	200000000	4	20.0	5	6000.0	0	 Nawala	  Colombo
575	House	110000000	4	20.0	6	4500.0	0	 Nawala	  Colombo
576	House	24800000	4	6.5	4	2580.0	1	 Piliyandala	  Colombo
577	House	4800000	1	10.0	2	1000.0	0	 Homagama	  Colombo
578	House	18000000	1	15.0	3	1800.0	0	 Negombo	  Gampaha
579	House	27500000	4	7.5	4	3016.0	0	 Piliyandala	  Colombo
580	House	46250000	2	12.5	3	1250.0	0	 Battaramulla	  Colombo
581	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
582	House	15000000	2	47.0	3	1200.0	0	 Kurunegala City	  Kurunegala
583	House	43000000	5	30.0	7	5000.0	0	 Kurunegala City	  Kurunegala
584	House	14000000	1	6.24	3	1200.0	0	 Maharagama	  Colombo
585	House	6500000	1	12.0	3	1400.0	0	 Alutgama	  Kalutara
586	House	8000000	1	18.0	2	1200.0	0	 Kurunegala City	  Kurunegala
587	House	14000000	2	26.0	3	1850.0	0	 Matugama	  Kalutara
588	House	8000000	1	16.5	2	1200.0	0	 Kurunegala City	  Kurunegala
589	House	20000000	2	20.0	4	2200.0	0	 Kurunegala City	  Kurunegala
590	House	26000000	3	7.0	4	2200.0	0	 Piliyandala	  Colombo
591	House	21500000	2	15.0	3	1800.0	0	 Kurunegala City	  Kurunegala
592	House	27500000	5	7.5	5	2300.0	0	 Piliyandala	  Colombo
593	House	7500000	1	15.0	3	1350.0	0	 Kurunegala City	  Kurunegala
594	House	9800000	1	15.0	4	3100.0	0	 Kurunegala City	  Kurunegala
595	House	7000000	1	20.0	3	1500.0	0	 Kurunegala City	  Kurunegala
596	House	16500000	2	16.5	3	1600.0	0	 Kurunegala City	  Kurunegala
597	House	27000000	2	20.0	4	3000.0	0	 Kurunegala City	  Kurunegala
598	House	37500000	5	10.0	9	5000.0	0	 Kurunegala City	  Kurunegala
599	House	9500000	1	10.0	2	1000.0	0	 Kurunegala City	  Kurunegala
600	House	18500000	1	10.0	3	1490.0	1	 Piliyandala	  Colombo
601	House	6700000	1	10.0	3	2723.0	0	 Galle City	  Galle
602	House	14500000	2	6.0	3	1100.0	0	 Athurugiriya	  Colombo
603	House	22000000	2	6.0	5	2500.0	0	 Athurugiriya	  Colombo
604	House	8500000	2	15.0	3	1700.0	0	 Divulapitiya	  Gampaha
605	House	29500000	3	20.0	4	4000.0	0	 Negombo	  Gampaha
606	House	9900000	1	10.0	3	1425.0	0	 Negombo	  Gampaha
607	House	30000000	2	13.43	3	2000.0	0	 Kolonnawa	  Colombo
608	House	24000000	3	6.0	4	2200.0	0	 Malabe	  Colombo
609	House	43500000	3	6.87	7	2572.0	0	 Dehiwala	  Colombo
610	House	14000000	4	3.5	4	2000.0	0	 Colombo 10	  Colombo
611	Villa House	200000000	8	110.0	8	8600.0	0	 Kandy City	  Kandy
612	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
613	House	33000000	2	42.0	5	3600.0	0	 Kadawatha	  Gampaha
614	House	45000000	4	11.0	5	3800.0	0	 Talawatugoda	  Colombo
615	Villa House	55000000	4	20.0	4	2500.0	0	 Kandy City	  Kandy
616	House	47000000	5	33.0	5	1800.0	0	 Kandy City	  Kandy
617	House	27500000	4	8.0	5	2856.0	0	 Piliyandala	  Colombo
618	House	22000000	4	4.0	4	3000.0	0	 Rajagiriya	  Colombo
619	House	55000000	4	11.0	4	3300.0	0	 Talawatugoda	  Colombo
620	House	175000000	5	13.5	5	2000.0	0	 Kandy City	  Kandy
621	House	12000000	2	6.5	2	1000.0	0	 Wellampitiya	  Colombo
622	House	20000000	2	8.0	4	2800.0	0	 Boralesgamuwa	  Colombo
623	House	14000000	2	10.0	3	1450.0	0	 Horana	  Kalutara
624	House	15000000	2	8.0	3	1000.0	0	 Wellampitiya	  Colombo
625	House	22500000	3	6.35	4	1950.0	0	 Malabe	  Colombo
626	House	150000000	4	6.62	4	4000.0	0	 Colombo 4	  Colombo
627	House	29700000	1	18.0	5	1800.0	0	 Boralesgamuwa	  Colombo
628	House	12500000	1	10.4	3	1500.0	0	 Kadawatha	  Gampaha
629	House	4800000	1	10.0	3	1000.0	0	 Matara City	  Matara
630	House	27000000	4	7.0	4	2700.0	1	 Kottawa	  Colombo
631	House	19800000	3	8.0	5	2950.0	1	 Athurugiriya	  Colombo
632	House	47000000	5	14.7	4	4500.0	0	 Negombo	  Gampaha
633	House	6800000	2	6.2	2	800.0	0	 Kadawatha	  Gampaha
634	House	16000000	2	6.75	3	1175.0	0	 Kadawatha	  Gampaha
635	House	12500000	1	10.0	3	1200.0	0	 Kadawatha	  Gampaha
636	House	52000000	3	16.0	4	4000.0	0	 Talawatugoda	  Colombo
637	House	39500000	3	19.7	5	2350.0	0	 Kadawatha	  Gampaha
638	House	14800000	1	11.3	3	1600.0	0	 Kadawatha	  Gampaha
639	House	2750000	2	45.9	3	2000.0	0	 Bandaragama	  Kalutara
640	House	23500000	2	12.5	4	3450.0	0	 Kadawatha	  Gampaha
641	House	12500000	2	15.0	3	1200.0	0	 Kadawatha	  Gampaha
642	House	31500000	5	7.2	4	7.5	0	 Piliyandala	  Colombo
643	House	19500000	2	12.35	5	1300.0	0	 Kadawatha	  Gampaha
644	House	8500000	1	5.0	2	1000.0	0	 Seeduwa	  Gampaha
645	House	19500000	7	29.5	6	3100.0	0	 Gampaha City	  Gampaha
646	House	35000000	3	29.0	4	5000.0	0	 Gampaha City	  Gampaha
647	House	14500000	2	16.0	4	2440.0	0	 Gampaha City	  Gampaha
648	House	110000000	5	15.3	5	3800.0	0	 Dehiwala	  Colombo
649	House	25000000	2	7.5	4	2000.0	0	 Wattala	  Gampaha
650	House	13000000	1	13.0	3	1400.0	0	 Gampaha City	  Gampaha
651	House	79000000	4	16.0	4	3800.0	0	 Talawatugoda	  Colombo
652	House	15000000	3	10.0	3	1400.0	0	 Athurugiriya	  Colombo
653	House	13000000	1	35.5	4	1500.0	0	 Gampaha City	  Gampaha
654	House	9500000	3	10.0	3	1000.0	0	 Gampaha City	  Gampaha
655	House	13500000	2	12.5	4	3500.0	0	 Gampaha City	  Gampaha
656	House	33000000	2	7.0	4	9500.0	0	 Ratmalana	  Colombo
657	House	21000000	2	10.0	4	3000.0	0	 Kandana	  Gampaha
658	House	49500000	4	10.0	4	4200.0	0	 Talawatugoda	  Colombo
659	House	18500000	1	16.5	3	1200.0	0	 Athurugiriya	  Colombo
660	House	110000000	3	50.0	4	3000.0	0	 Talawatugoda	  Colombo
661	House	6900000	1	10.0	2	2000.0	0	 Ganemulla	  Gampaha
662	House	36000000	4	10.0	4	3600.0	1	 Malabe	  Colombo
663	House	27000000	4	10.0	7	3800.0	0	 Malabe	  Colombo
664	House	23500000	4	6.0	4	2000.0	0	 Malabe	  Colombo
665	House	55000000	4	11.0	4	3000.0	0	 Talawatugoda	  Colombo
666	House	12500000	2	12.5	4	2000.0	0	 Ganemulla	  Gampaha
667	House	9500000	1	8.0	3	2000.0	0	 Kadawatha	  Gampaha
668	House	48500000	4	14.0	6	3000.0	0	 Piliyandala	  Colombo
669	House	65500000	3	11.7	5	3050.0	0	 Kotte	  Colombo
670	House	5800000	1	15.0	2	1500.0	0	 Ganemulla	  Gampaha
671	House	25500000	3	6.2	5	2600.0	0	 Piliyandala	  Colombo
672	House	57500000	5	17.0	9	4000.0	0	 Kiribathgoda	  Gampaha
673	House	9900000	1	10.0	3	1365.0	0	 Negombo	  Gampaha
674	House	33000000	3	8.0	4	3000.0	0	 Kottawa	  Colombo
675	House	33000000	4	10.0	4	3850.0	0	 Piliyandala	  Colombo
676	House	40000000	4	10.0	5	3000.0	0	 Piliyandala	  Colombo
678	House	79000000	6	16.0	7	4000.0	0	 Talawatugoda	  Colombo
679	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
680	House	44000000	4	7.7	4	3300.0	0	 Talawatugoda	  Colombo
681	House	55000000	2	11.0	4	3300.0	0	 Talawatugoda	  Colombo
682	House	152000000	3	19.0	3	2000.0	0	 Colombo 5	  Colombo
683	House	190000000	8	20.5	8	10000.0	0	 Talawatugoda	  Colombo
684	House	85000000	4	16.0	4	3500.0	0	 Talawatugoda	  Colombo
685	House	35000000	2	20.0	3	2500.0	0	 Talawatugoda	  Colombo
686	House	64000000	7	17.5	5	2500.0	0	 Talawatugoda	  Colombo
687	House	45000000	4	11.0	5	3800.0	0	 Talawatugoda	  Colombo
688	House	26500000	3	6.5	4	2800.0	0	 Malabe	  Colombo
689	Villa House	52000000	3	16.0	3	2800.0	0	 Talawatugoda	  Colombo
690	House	8800000	1	6.0	3	800.0	0	 Piliyandala	  Colombo
691	House	36000000	4	10.0	4	3200.0	0	 Malabe	  Colombo
692	House	37500000	3	9.0	5	3100.0	0	 Malabe	  Colombo
693	House	4500000	1	4.0	2	800.0	0	 Angoda	  Colombo
694	House	17600000	1	12.9	4	1200.0	0	 Piliyandala	  Colombo
695	House	45000000	4	11.0	5	3800.0	1	 Talawatugoda	  Colombo
696	House	39000000	5	13.9	4	4600.0	0	 Piliyandala	  Colombo
697	House	18000000	3	8.0	3	1400.0	0	 Athurugiriya	  Colombo
698	House	22500000	3	6.35	4	1950.0	0	 Colombo 5	  Colombo
699	House	22500000	3	6.3	4	2200.0	0	 Malabe	  Colombo
700	House	7000000	1	12.63	1	1000.0	0	 Piliyandala	  Colombo
701	House	27000000	3	7.0	4	2400.0	0	 Kottawa	  Colombo
702	House	24000000	2	20.0	5	2500.0	0	 Pannipitiya	  Colombo
703	House	75000000	4	15.0	9	3000.0	0	 Nugegoda	  Colombo
704	House	21500000	4	9.0	4	2400.0	0	 Piliyandala	  Colombo
705	House	27000000	4	7.0	4	2900.0	1	 Piliyandala	  Colombo
706	House	37500000	2	20.5	6	3750.0	0	 Bandaragama	  Kalutara
707	House	15000000	1	10.0	3	1800.0	0	 Piliyandala	  Colombo
708	House	38000000	4	7.5	5	2300.0	1	 Piliyandala	  Colombo
709	House	28500000	4	15.0	4	3000.0	0	 Piliyandala	  Colombo
710	House	25500000	5	7.0	4	3200.0	0	 Piliyandala	  Colombo
711	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
712	House	145000000	5	62.0	5	5570.0	0	 Malabe	  Colombo
713	House	4500000	1	5.5	2	1500.0	0	 Kolonnawa	  Colombo
714	House	24800000	3	6.0	4	2400.0	0	 Piliyandala	  Colombo
715	House	25500000	3	7.5	4	2550.0	0	 Piliyandala	  Colombo
716	House	97500000	7	23.0	7	7000.0	0	 Battaramulla	  Colombo
717	House	21500000	4	9.5	4	2300.0	0	 Piliyandala	  Colombo
718	House	25000000	4	20.0	6	3500.0	0	 Piliyandala	  Colombo
719	House	23500000	3	7.0	5	3250.0	0	 Piliyandala	  Colombo
720	House	19500000	3	6.5	4	2000.0	0	 Piliyandala	  Colombo
721	House	4500000	1	5.5	2	1500.0	0	 Wellampitiya	  Colombo
722	House	115000000	4	22.0	5	4000.0	0	 Talawatugoda	  Colombo
723	House	30500000	4	8.0	5	3700.0	0	 Piliyandala	  Colombo
724	House	190000000	8	20.5	8	10000.0	0	 Pannipitiya	  Colombo
725	House	25500000	5	7.0	4	2500.0	0	 Piliyandala	  Colombo
726	House	28500000	4	8.5	4	2400.0	1	 Piliyandala	  Colombo
727	House	33000000	4	10.0	4	3850.0	0	 Piliyandala	  Colombo
728	House	18000000	1	9.83	5	2500.0	0	 Gampaha City	  Gampaha
729	House	42500000	3	6.5	5	3200.0	0	 Boralesgamuwa	  Colombo
730	House	23500000	3	8.0	3	1800.0	0	 Piliyandala	  Colombo
731	House	21500000	2	9.5	3	2000.0	0	 Piliyandala	  Colombo
732	House	6500000	1	4.0	2	900.0	0	 Ratmalana	  Colombo
733	House	18000000	4	10.0	6	2500.0	0	 Wellampitiya	  Colombo
734	House	12000000	3	12.8	4	3485.0	0	 Colombo 5	  Colombo
735	House	16500000	3	6.0	4	1400.0	1	 Kolonnawa	  Colombo
736	House	49500000	4	10.15	4	2675.0	0	 Malabe	  Colombo
737	House	14000000	1	8.0	3	2400.0	0	 Batticaloa City	  Batticaloa
738	House	36700000	4	11.5	5	3642.0	1	 Piliyandala	  Colombo
739	House	24500000	2	10.0	5	3000.0	0	 Gampaha City	  Gampaha
740	House	12500000	2	10.0	4	1500.0	0	 Wellampitiya	  Colombo
741	House	46500000	5	28.0	5	4400.0	0	 Piliyandala	  Colombo
742	House	44999996	2	28.0	4	1000.0	0	 Weligama	  Matara
743	House	3500000	1	17.2	1	550.0	0	 Wariyapola	  Kurunegala
744	House	32500000	2	12.0	3	1950.0	0	 Negombo	  Gampaha
745	House	22500000	3	4.0	4	2500.0	0	 Colombo 9	  Colombo
746	House	21000000	2	11.3	3	1.0	0	 Kottawa	  Colombo
747	House	38000000	2	10.0	4	2400.0	0	 Kottawa	  Colombo
748	House	33000000	3	8.0	4	2900.0	0	 Kottawa	  Colombo
749	House	33500000	5	16.0	6	3600.0	1	 Kottawa	  Colombo
750	House	8500000	1	10.0	3	1000.0	0	 Ukuwela	  Matale
751	House	16500000	2	14.0	3	1500.0	0	 Athurugiriya	  Colombo
752	House	14500000	3	6.0	3	1200.0	0	 Athurugiriya	  Colombo
753	House	22000000	4	6.0	5	2067.0	1	 Athurugiriya	  Colombo
754	House	20500000	3	6.5	3	2000.0	0	 Athurugiriya	  Colombo
755	House	57500000	4	9.5	5	4200.0	0	 Kotte	  Colombo
756	House	18000000	1	10.0	3	1500.0	0	 Kelaniya	  Gampaha
757	House	36000000	3	10.0	4	3200.0	0	 Malabe	  Colombo
758	House	85000000	3	10.0	3	2000.0	0	 Nugegoda	  Colombo
759	House	7500000	1	22.0	2	900.0	0	 Ukuwela	  Matale
760	House	65000000	5	33.0	7	5700.0	0	 Malabe	  Colombo
761	House	110000000	3	50.2	4	3000.0	0	 Talawatugoda	  Colombo
762	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
763	House	64000000	7	17.5	5	2800.0	0	 Talawatugoda	  Colombo
